,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
408,other,379.0,intel,unknown,NO,NO,256,240,NO,NO,other
409,auo,92.1,other,unknown,NO,NO,256,240,NO,NO,other
410,other,310.5,other,unknown,NO,NO,256,240,NO,NO,other
411,lenovo,72.2,other,unknown,NO,NO,256,240,NO,NO,other
412,other,128.1,other,unknown,NO,NO,256,240,NO,NO,other
413,other,45.28,other,unknown,NO,NO,256,240,NO,NO,other
414,other,124.25,other,unknown,NO,NO,256,240,NO,NO,other
415,other,108.75,other,unknown,NO,NO,256,240,NO,NO,other
416,other,106.6,other,unknown,NO,NO,256,240,NO,NO,other
417,lg,90.75,other,unknown,NO,NO,256,240,NO,NO,other
418,other,234.0,other,unknown,NO,NO,256,240,NO,NO,other
419,other,2080.0,intel,unknown,NO,NO,256,240,NO,NO,other
420,other,2146.0,intel,unknown,NO,NO,256,240,NO,NO,other
421,other,82.2,other,unknown,NO,NO,256,240,NO,NO,other
422,auo,74.3,other,unknown,NO,NO,256,240,NO,NO,other
423,other,198.4,other,unknown,NO,NO,256,240,NO,NO,other
424,other,431.5,intel,windows,NO,NO,256,120,NO,NO,other
425,other,570.0,intel,unknown,NO,YES,256,240,NO,YES,black
426,dell,458.8,nvidia,windows,NO,NO,256,960,NO,NO,other
427,other,123.06,other,unknown,NO,NO,256,240,NO,NO,other
428,auo,89.9,other,unknown,NO,NO,256,240,NO,NO,other
429,other,114.9,other,unknown,NO,NO,256,240,NO,NO,other
430,other,275.8,other,unknown,NO,NO,256,240,NO,NO,other
431,other,377.8,intel,windows,NO,NO,256,256,NO,NO,other
432,other,70.0,other,unknown,NO,NO,256,240,NO,YES,other
433,other,52.84,other,unknown,NO,NO,256,240,NO,NO,other
434,other,197.2,intel,unknown,NO,NO,256,240,NO,NO,other
435,other,411.5,intel,unknown,NO,NO,256,240,NO,NO,black
436,dell,362.5,intel,windows,NO,NO,256,240,NO,NO,other
437,dell,180.0,other,windows,NO,NO,256,256,NO,NO,black
438,other,58.62,other,unknown,NO,YES,256,240,NO,NO,other
439,other,310.0,intel,unknown,NO,NO,256,240,NO,NO,other
440,other,119.06,other,unknown,NO,NO,256,240,NO,NO,other
441,other,126.25,other,unknown,NO,NO,256,240,NO,NO,other
442,other,21.7,other,unknown,NO,NO,256,240,NO,NO,other
443,other,100.4,other,unknown,NO,NO,256,240,NO,NO,other
444,samsung,142.0,other,unknown,NO,NO,256,240,NO,NO,other
445,lenovo,567.5,intel,windows,NO,NO,256,240,NO,NO,other
446,other,13.02,other,unknown,NO,YES,256,240,NO,YES,other
447,dell,483.0,intel,windows,NO,NO,256,120,NO,NO,other
448,other,431.8,intel,windows,NO,NO,256,120,NO,NO,black
449,other,489.8,intel,unknown,NO,YES,256,240,NO,YES,other
450,other,8.68,other,unknown,NO,NO,256,240,NO,NO,other
451,other,1144.0,intel,unknown,NO,NO,256,240,NO,NO,other
452,other,8.68,other,unknown,NO,NO,256,240,NO,NO,other
453,other,460.0,intel,unknown,NO,NO,256,240,NO,NO,other
454,other,338.8,intel,unknown,NO,NO,256,240,NO,NO,other
455,other,15.19,other,unknown,NO,NO,256,240,NO,NO,other
456,other,93.44,other,unknown,NO,NO,256,240,NO,NO,other
457,other,16.28,other,unknown,NO,NO,256,240,NO,NO,other
458,other,454.8,intel,windows,NO,NO,256,480,NO,NO,other
459,other,92.0,other,unknown,NO,YES,256,240,NO,YES,other
460,other,15.19,other,unknown,NO,NO,256,240,NO,NO,other
461,other,75.75,other,unknown,NO,NO,256,240,NO,NO,other
462,other,415.2,intel,unknown,NO,NO,256,240,NO,NO,black
463,other,13.02,other,unknown,NO,NO,256,240,NO,NO,other
464,other,140.0,other,unknown,NO,NO,256,240,NO,NO,other
465,other,204.1,other,unknown,NO,NO,256,240,NO,NO,other
466,other,215.1,other,unknown,NO,NO,256,240,NO,NO,other
467,other,105.5,other,unknown,NO,NO,256,240,NO,NO,other
468,other,318.5,intel,windows,NO,NO,256,256,NO,NO,gray
469,other,176.6,other,unknown,NO,YES,256,240,NO,YES,other
470,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
471,other,326.2,intel,unknown,NO,NO,256,240,NO,NO,other
472,other,195.4,other,unknown,NO,NO,256,240,NO,NO,other
473,acer,91.9,other,unknown,NO,NO,256,240,NO,NO,other
474,lg,59.25,other,unknown,NO,NO,256,240,NO,NO,other
475,other,74.56,other,unknown,NO,NO,256,240,NO,NO,other
476,auo,94.0,other,unknown,NO,NO,256,240,NO,NO,other
477,other,82.44,other,unknown,NO,NO,256,240,NO,NO,other
478,samsung,130.8,other,unknown,NO,NO,256,240,NO,NO,other
479,other,311.5,other,unknown,NO,NO,256,240,NO,NO,other
480,other,310.0,other,unknown,NO,NO,256,240,NO,NO,other
481,other,2130.0,intel,unknown,NO,NO,256,240,NO,NO,other
482,other,2096.0,intel,unknown,NO,NO,256,240,NO,NO,other
483,other,86.2,other,unknown,NO,NO,256,240,NO,NO,other
484,lenovo,192.0,intel,windows,NO,NO,8,256,NO,NO,gray
485,acer,390.0,amd,windows,NO,NO,256,512,NO,YES,blue
486,acer,54.0,other,linux,NO,NO,16,16,NO,NO,black
487,dell,370.0,intel,windows,NO,NO,1,1,NO,YES,black
488,lenovo,150.0,other,windows,NO,YES,256,256,NO,YES,black
489,lenovo,444.5,intel,windows,NO,NO,512,512,NO,NO,blue
490,dell,270.0,other,unknown,YES,YES,256,256,NO,YES,other
491,acer,349.5,intel,windows,NO,YES,128,128,NO,YES,silver
492,lenovo,270.0,intel,windows,YES,NO,256,128,NO,NO,gray
493,dell,136.0,other,windows,NO,YES,80,240,NO,NO,other
494,lenovo,99.94,other,unknown,NO,NO,256,240,NO,NO,other
495,microsoft,530.0,other,windows,NO,NO,256,256,NO,NO,silver
496,lg,655.0,other,windows,NO,NO,512,512,NO,NO,other
497,lenovo,198.0,intel,unknown,NO,NO,256,256,NO,NO,black
498,hp,88.0,other,windows,NO,NO,128,128,NO,NO,other
499,lenovo,120.0,other,unknown,YES,NO,256,256,NO,NO,other
500,lenovo,60.0,other,unknown,NO,NO,256,240,NO,NO,black
501,asus,163.0,other,unknown,NO,NO,256,240,NO,YES,other
502,microsoft,699.0,intel,windows,NO,NO,256,256,NO,NO,silver
503,hp,444.2,intel,windows,YES,YES,256,256,NO,YES,other
504,dell,235.0,nvidia,windows,YES,NO,256,512,NO,NO,black
505,lenovo,29.98,intel,windows,NO,YES,300,240,YES,YES,black
506,other,685.0,other,unknown,NO,NO,256,1,NO,NO,silver
507,other,118.0,other,unknown,NO,NO,256,240,NO,NO,other
508,other,300.0,other,windows,NO,NO,128,128,NO,NO,black
509,lenovo,450.0,nvidia,windows,NO,YES,256,512,NO,YES,black
510,microsoft,259.8,intel,windows,NO,YES,256,256,NO,YES,silver
511,hp,172.0,intel,windows,YES,YES,256,256,NO,YES,silver
512,dell,422.0,intel,windows,NO,YES,256,256,NO,YES,other
513,other,220.0,other,chrome,YES,NO,256,128,NO,NO,black
514,lenovo,268.0,nvidia,windows,NO,NO,256,512,NO,YES,black
515,dell,400.0,other,windows,NO,YES,1,1,NO,YES,other
516,other,300.0,other,android,NO,NO,256,128,NO,NO,gray
517,lenovo,187.8,nvidia,windows,YES,YES,256,256,NO,YES,purple
518,dell,100.0,other,unknown,NO,NO,256,240,NO,NO,other
519,asus,289.5,intel,windows,NO,NO,256,256,NO,NO,black
520,other,178.0,other,windows,YES,YES,8,256,NO,YES,silver
521,other,208.8,other,android,NO,NO,256,16,NO,NO,other
522,microsoft,130.0,other,windows,NO,NO,256,256,NO,NO,silver
523,dell,400.0,other,windows,NO,NO,512,512,NO,NO,black
524,other,226.8,other,unknown,YES,YES,256,240,NO,YES,other
525,hp,725.0,other,windows,NO,NO,256,256,NO,NO,other
526,lenovo,400.0,intel,windows,NO,NO,1,1,NO,NO,black
527,lenovo,139.0,other,unknown,NO,YES,256,256,NO,YES,black
528,hp,450.0,amd,windows,NO,NO,256,256,NO,NO,silver
529,dell,155.0,intel,windows,NO,YES,256,256,NO,YES,black
530,other,145.1,other,unknown,NO,NO,256,240,NO,NO,other
531,other,358.5,intel,unknown,NO,NO,256,240,NO,NO,other
532,other,111.25,other,unknown,NO,NO,256,240,NO,NO,other
533,lenovo,459.0,other,unknown,NO,NO,256,240,NO,NO,black
534,other,64.0,other,unknown,NO,NO,256,240,NO,NO,other
535,dell,392.0,intel,windows,NO,NO,256,480,NO,NO,other
536,other,81.4,other,unknown,NO,YES,256,240,NO,NO,other
537,lenovo,603.5,intel,windows,NO,NO,256,960,NO,NO,black
538,other,283.5,intel,unknown,NO,YES,256,240,NO,YES,other
539,other,545.0,intel,unknown,NO,NO,256,240,NO,NO,other
540,other,43.5,other,unknown,NO,NO,256,240,NO,NO,other
541,other,104.94,other,unknown,NO,NO,256,240,NO,NO,other
542,other,637.0,intel,unknown,NO,NO,256,240,NO,NO,other
543,other,476.8,intel,unknown,NO,NO,256,240,NO,NO,other
544,other,591.0,intel,unknown,NO,NO,256,240,NO,NO,other
545,other,366.8,intel,unknown,NO,NO,256,240,NO,NO,other
546,other,166.9,other,unknown,NO,NO,256,240,NO,NO,other
547,other,88.7,other,unknown,NO,NO,256,240,NO,NO,black
548,other,852.0,intel,unknown,NO,NO,256,240,NO,NO,black
549,dell,465.5,intel,windows,NO,NO,256,960,NO,NO,other
550,other,485.5,intel,unknown,NO,NO,256,240,NO,YES,other
551,lenovo,626.0,intel,windows,NO,NO,256,120,NO,NO,black
552,other,690.5,intel,unknown,YES,YES,256,240,NO,YES,other
553,dell,465.2,intel,windows,NO,NO,256,480,NO,NO,black
554,other,1701.0,intel,windows,YES,YES,256,4,NO,YES,other
555,other,59.84,other,unknown,YES,YES,256,240,NO,YES,other
556,dell,303.8,intel,windows,NO,NO,256,120,NO,NO,other
557,other,317.8,other,unknown,NO,YES,256,240,NO,NO,other
558,lg,92.56,other,unknown,NO,NO,256,240,NO,NO,other
559,other,5.43,other,unknown,NO,NO,256,240,NO,NO,other
560,other,105.6,other,unknown,NO,NO,256,240,NO,NO,other
561,other,129.1,other,unknown,NO,NO,256,240,NO,NO,other
562,other,41.97,other,unknown,NO,NO,256,240,NO,NO,other
563,other,91.44,other,unknown,NO,NO,256,240,NO,NO,other
564,auo,92.06,other,unknown,NO,NO,256,240,NO,NO,other
565,auo,54.8,other,unknown,NO,NO,256,240,NO,NO,other
566,other,70.1,other,unknown,NO,NO,256,240,NO,NO,other
567,other,93.44,other,unknown,NO,NO,256,240,NO,NO,other
568,acer,93.9,other,unknown,NO,NO,256,240,NO,NO,other
569,dell,279.0,other,windows,NO,NO,1,1,NO,NO,black
570,other,127.75,other,unknown,NO,YES,256,240,NO,YES,other
571,other,58.47,other,unknown,NO,NO,256,240,NO,NO,other
572,dell,350.2,intel,windows,NO,NO,256,240,NO,NO,black
573,other,449.8,other,unknown,NO,NO,256,240,NO,NO,other
574,samsung,95.56,other,unknown,NO,NO,256,240,NO,NO,other
575,auo,94.0,other,unknown,NO,NO,256,240,NO,NO,other
576,microsoft,1909.0,other,unknown,NO,NO,256,240,NO,NO,other
577,other,9.77,other,unknown,NO,NO,256,240,NO,NO,other
578,other,745.5,intel,unknown,NO,NO,256,240,NO,NO,other
579,dell,429.2,intel,windows,NO,NO,256,480,NO,NO,other
580,other,149.8,other,unknown,NO,NO,256,240,NO,NO,other
581,other,113.75,other,unknown,NO,NO,256,240,NO,NO,other
582,other,1882.0,other,unknown,NO,NO,256,240,NO,NO,other
583,other,41.75,other,unknown,NO,NO,256,240,NO,NO,other
584,other,21.69,other,unknown,NO,NO,256,240,NO,NO,other
585,other,419.0,intel,unknown,NO,NO,256,240,NO,NO,other
586,other,303.8,intel,unknown,NO,NO,256,240,NO,NO,other
587,dell,302.8,nvidia,windows,NO,NO,256,240,NO,NO,other
588,other,366.8,intel,unknown,NO,NO,256,240,NO,NO,other
589,dell,414.8,intel,windows,NO,NO,256,120,NO,NO,other
590,other,471.8,intel,windows,YES,YES,256,480,NO,YES,other
591,other,348.5,intel,unknown,NO,NO,256,240,NO,YES,other
592,dell,477.8,intel,windows,NO,NO,256,960,NO,NO,black
593,other,300.8,other,unknown,NO,NO,256,240,NO,NO,other
594,other,58.72,other,unknown,NO,NO,256,240,NO,NO,other
595,other,105.75,other,unknown,NO,NO,256,240,NO,NO,other
596,auo,65.25,other,unknown,NO,NO,256,240,NO,NO,other
597,other,57.88,other,unknown,NO,NO,256,240,NO,NO,other
598,other,9.77,other,unknown,NO,NO,256,240,NO,NO,other
599,other,94.4,other,unknown,NO,NO,256,240,NO,NO,other
600,other,75.94,other,unknown,NO,NO,256,240,NO,NO,other
601,other,82.25,other,unknown,NO,NO,256,240,NO,NO,other
602,dell,356.2,intel,windows,NO,NO,256,480,NO,NO,other
603,lenovo,319.5,other,windows,YES,YES,256,240,NO,YES,black
604,lg,97.5,other,unknown,NO,YES,256,240,NO,NO,other
605,other,75.94,other,unknown,NO,NO,256,240,NO,NO,black
606,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
607,other,115.94,other,unknown,NO,NO,256,240,NO,NO,other
608,other,31.44,other,unknown,NO,NO,256,240,NO,NO,other
609,other,351.5,intel,unknown,NO,NO,256,240,NO,NO,other
610,lenovo,434.2,intel,windows,NO,NO,256,960,NO,NO,other
611,lenovo,434.5,intel,windows,NO,YES,256,240,NO,NO,other
612,other,44.97,other,unknown,NO,YES,256,240,NO,YES,other
613,hp,76.9,other,unknown,NO,NO,256,240,NO,NO,other
614,samsung,110.8,other,unknown,NO,NO,256,240,NO,NO,other
615,other,2724.0,intel,windows,NO,NO,256,4,NO,NO,other
616,auo,59.22,other,unknown,NO,YES,256,240,NO,YES,other
617,other,488.8,intel,unknown,NO,NO,256,240,NO,NO,other
618,samsung,127.56,other,unknown,NO,NO,256,240,NO,NO,other
619,other,323.2,intel,windows,NO,NO,256,120,NO,NO,gray
620,other,125.0,other,unknown,NO,YES,256,240,NO,YES,other
621,other,530.0,intel,windows,NO,NO,1,1,NO,NO,silver
622,dell,430.5,intel,windows,NO,YES,256,360,NO,YES,other
623,other,70.3,other,unknown,NO,NO,256,240,NO,YES,other
624,lenovo,60.97,other,unknown,NO,NO,256,240,NO,NO,other
625,auo,66.3,other,unknown,NO,NO,256,240,NO,NO,other
626,dell,942.5,intel,windows,NO,NO,256,120,NO,NO,black
627,other,267.0,other,unknown,YES,YES,256,240,NO,YES,other
628,other,32.56,other,unknown,NO,NO,256,240,NO,NO,other
629,other,272.2,intel,unknown,NO,NO,256,240,NO,NO,other
630,lg,109.2,other,unknown,NO,NO,256,240,NO,NO,other
631,other,39.38,other,unknown,NO,NO,256,240,NO,NO,other
632,dell,464.5,intel,windows,NO,NO,256,960,NO,NO,other
633,other,102.8,other,unknown,NO,NO,256,240,NO,NO,other
634,other,81.06,other,unknown,NO,NO,256,240,NO,NO,other
635,auo,70.5,other,unknown,NO,NO,256,240,NO,NO,other
636,lenovo,91.9,other,unknown,NO,NO,256,240,NO,NO,other
637,other,21.8,other,unknown,NO,NO,256,240,NO,NO,other
638,other,63.28,other,unknown,NO,NO,256,240,NO,NO,other
639,other,715.0,intel,unknown,NO,NO,256,240,NO,NO,other
640,lg,112.44,other,unknown,NO,NO,256,240,NO,NO,other
641,acer,50.47,intel,chrome,NO,NO,256,16,NO,NO,other
642,lg,137.4,other,unknown,NO,NO,256,240,NO,NO,other
643,other,375.8,other,unknown,NO,NO,256,240,NO,NO,black
644,other,430.5,intel,windows,NO,NO,256,240,NO,NO,other
645,other,91.3,other,unknown,NO,YES,256,240,NO,NO,other
646,other,510.8,other,unknown,NO,NO,256,240,NO,NO,other
647,samsung,90.9,other,unknown,NO,NO,256,240,NO,NO,other
648,other,347.2,intel,unknown,NO,NO,256,240,NO,NO,other
649,other,22.06,other,unknown,NO,NO,256,240,NO,NO,other
650,other,16.36,other,unknown,NO,NO,256,240,NO,NO,other
651,other,285.0,intel,unknown,NO,NO,256,240,NO,NO,black
652,other,423.2,amd,unknown,NO,NO,256,240,NO,NO,other
653,other,384.2,intel,windows,NO,NO,256,240,NO,NO,other
654,lenovo,597.5,intel,windows,NO,YES,256,240,NO,YES,other
655,lenovo,434.2,intel,windows,NO,YES,256,960,NO,YES,other
656,other,236.5,other,unknown,NO,YES,256,240,NO,NO,other
657,other,48.28,other,unknown,NO,NO,256,240,NO,NO,other
658,other,242.2,other,unknown,NO,NO,256,240,NO,NO,other
659,other,954.5,intel,unknown,NO,NO,256,240,NO,NO,other
660,other,196.9,other,unknown,NO,NO,256,240,NO,NO,other
661,other,2658.0,intel,unknown,NO,NO,256,240,NO,NO,other
662,other,105.44,other,unknown,NO,NO,256,240,NO,NO,other
663,other,352.0,nvidia,unknown,NO,NO,256,240,NO,NO,black
664,lenovo,470.2,intel,windows,NO,NO,256,240,NO,NO,black
665,other,636.5,intel,windows,YES,YES,256,960,NO,YES,other
666,other,124.3,other,unknown,NO,NO,256,240,NO,YES,other
667,other,827.5,intel,unknown,NO,NO,256,240,NO,NO,other
668,other,278.8,intel,unknown,NO,NO,256,240,NO,NO,black
669,other,92.06,other,unknown,NO,NO,256,240,NO,NO,other
670,other,95.0,other,unknown,NO,NO,256,240,NO,NO,other
671,other,1090.0,intel,unknown,NO,NO,256,240,NO,NO,other
672,dell,532.0,intel,windows,NO,NO,256,2,NO,NO,black
673,dell,283.0,intel,windows,NO,YES,256,240,NO,NO,other
674,other,116.25,other,unknown,NO,NO,256,240,NO,NO,other
675,dell,293.2,intel,windows,NO,NO,256,120,NO,NO,other
676,acer,91.44,other,unknown,NO,NO,256,240,NO,NO,other
677,dell,427.2,intel,windows,NO,NO,256,120,NO,NO,other
678,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
679,other,47.1,other,unknown,NO,NO,256,240,NO,NO,other
680,other,58.97,other,unknown,NO,NO,256,240,NO,NO,other
681,lg,91.9,other,unknown,NO,NO,256,240,NO,NO,other
682,other,329.2,intel,unknown,NO,NO,256,240,NO,NO,black
683,other,103.06,other,unknown,NO,NO,256,240,NO,NO,other
684,samsung,70.5,other,unknown,NO,NO,256,240,NO,NO,other
685,other,106.94,other,unknown,NO,NO,256,240,NO,NO,other
686,auo,90.1,other,unknown,NO,NO,256,240,NO,NO,other
687,other,361.5,intel,unknown,NO,NO,256,240,NO,NO,black
688,other,120.75,other,unknown,NO,NO,256,240,NO,NO,other
689,other,105.9,other,unknown,NO,NO,256,240,NO,NO,other
690,other,319.0,other,unknown,NO,NO,256,240,NO,NO,other
691,hp,329.5,intel,windows,NO,NO,256,256,NO,NO,other
692,lenovo,729.5,intel,windows,YES,YES,256,256,NO,YES,other
693,other,78.25,other,unknown,NO,YES,256,240,NO,YES,other
694,other,130.8,other,unknown,NO,NO,256,240,NO,NO,other
695,other,2144.0,intel,windows,NO,NO,256,240,NO,NO,other
696,other,31.27,other,unknown,NO,YES,256,240,NO,YES,other
697,asus,417.8,amd,unknown,NO,NO,256,240,NO,NO,other
698,other,360.8,intel,unknown,NO,NO,256,240,NO,NO,other
699,dell,377.8,intel,windows,NO,NO,256,240,NO,NO,other
700,other,19.81,other,unknown,NO,NO,256,240,NO,YES,other
701,other,684.0,intel,windows,NO,NO,256,2,NO,NO,black
702,other,294.5,other,unknown,NO,YES,256,240,NO,YES,other
703,dell,326.2,intel,windows,NO,NO,256,128,NO,NO,black
704,other,87.7,other,unknown,NO,YES,256,240,NO,YES,other
705,lenovo,462.8,intel,windows,NO,NO,256,480,NO,NO,other
706,dell,554.5,intel,windows,NO,YES,256,2,NO,YES,other
707,other,128.0,other,unknown,NO,NO,256,240,NO,NO,other
708,other,1028.0,intel,unknown,NO,NO,256,240,NO,NO,other
709,samsung,99.44,other,unknown,NO,NO,256,240,NO,NO,other
710,dell,532.0,intel,windows,NO,NO,256,2,NO,NO,black
711,lenovo,423.0,intel,windows,NO,NO,256,120,NO,NO,black
712,lenovo,738.0,intel,windows,NO,YES,256,960,NO,YES,other
713,other,8.68,other,unknown,NO,YES,256,240,NO,YES,other
714,dell,303.8,intel,windows,NO,NO,256,240,NO,NO,other
715,other,26.52,other,unknown,NO,NO,256,240,NO,NO,other
716,other,422.8,intel,unknown,NO,NO,256,240,NO,NO,other
717,other,441.2,other,unknown,NO,NO,160,240,NO,NO,black
718,dell,433.0,intel,windows,NO,NO,256,960,NO,NO,other
719,other,120.5,other,unknown,NO,NO,256,240,NO,NO,other
720,other,13.02,other,unknown,NO,NO,256,240,NO,NO,other
721,other,351.2,intel,unknown,NO,NO,256,240,NO,NO,other
722,other,383.5,intel,windows,NO,NO,256,120,NO,NO,black
723,other,413.8,other,unknown,NO,YES,256,240,NO,YES,black
724,dell,283.0,intel,windows,NO,NO,256,240,NO,NO,other
725,dell,270.2,intel,windows,NO,NO,256,120,NO,NO,other
726,samsung,50.03,other,unknown,NO,NO,256,240,NO,NO,other
727,other,289.8,other,unknown,NO,NO,256,240,NO,NO,other
728,other,475.5,intel,unknown,NO,NO,256,240,NO,NO,other
729,lg,90.5,other,unknown,NO,NO,256,240,NO,NO,other
730,other,70.6,other,unknown,NO,NO,256,240,NO,NO,other
731,samsung,70.56,other,unknown,NO,NO,256,240,NO,NO,other
732,dell,387.0,intel,windows,NO,NO,256,120,NO,NO,other
733,other,368.0,intel,unknown,YES,YES,256,240,NO,YES,black
734,other,656.5,other,unknown,NO,NO,256,240,NO,NO,other
735,other,27.48,other,unknown,NO,NO,256,240,NO,NO,other
736,other,67.2,other,unknown,NO,NO,256,240,NO,NO,other
737,other,108.06,other,unknown,NO,NO,256,240,NO,NO,other
738,other,164.0,other,unknown,NO,NO,256,240,NO,NO,other
739,lenovo,488.2,intel,windows,NO,NO,256,240,NO,NO,black
740,other,42.3,other,unknown,NO,NO,256,240,NO,YES,other
741,other,27.58,other,unknown,NO,NO,256,240,NO,NO,other
742,auo,124.25,other,unknown,NO,NO,256,240,NO,NO,other
743,lenovo,449.8,intel,windows,NO,NO,256,960,NO,NO,other
744,other,76.5,other,unknown,NO,YES,256,240,NO,NO,other
745,samsung,109.9,other,unknown,NO,NO,256,240,NO,NO,other
746,dell,382.5,intel,windows,NO,NO,256,240,NO,NO,black
747,other,74.9,other,unknown,NO,YES,256,240,NO,NO,other
748,dell,416.2,intel,windows,NO,NO,256,480,NO,NO,other
749,hp,116.5,other,unknown,NO,NO,256,240,NO,NO,other
750,dell,321.2,intel,windows,NO,NO,256,240,NO,NO,other
751,other,96.56,other,unknown,NO,NO,256,240,NO,NO,other
752,lenovo,456.0,intel,windows,NO,NO,256,960,NO,NO,other
753,other,274.0,other,unknown,NO,NO,256,240,NO,NO,other
754,other,683.0,intel,unknown,NO,NO,256,240,NO,NO,other
755,other,647.5,intel,windows,NO,NO,256,960,NO,NO,other
756,lg,97.3,other,unknown,NO,YES,256,240,NO,NO,other
757,lenovo,550.0,intel,windows,NO,NO,256,240,NO,NO,black
758,other,134.9,other,unknown,YES,YES,256,240,NO,NO,other
759,samsung,196.5,other,unknown,NO,NO,256,240,NO,NO,other
760,other,478.5,intel,windows,NO,NO,256,240,NO,NO,other
761,other,74.6,other,unknown,NO,NO,256,240,NO,YES,other
762,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
763,other,314.0,intel,unknown,NO,NO,256,240,NO,NO,other
764,other,283.8,other,unknown,NO,NO,256,240,NO,NO,other
765,other,47.47,other,unknown,NO,NO,256,240,NO,NO,other
766,lenovo,510.0,intel,windows,NO,NO,256,120,NO,NO,black
767,other,406.0,other,unknown,NO,YES,256,240,NO,YES,other
768,other,238.4,other,unknown,NO,NO,256,240,NO,NO,other
769,other,355.2,intel,windows,NO,NO,256,256,NO,NO,other
770,other,163.1,other,unknown,NO,NO,256,240,NO,YES,other
771,lenovo,576.5,intel,windows,NO,NO,256,480,NO,NO,other
772,other,588.0,intel,unknown,YES,YES,256,240,NO,NO,other
773,other,64.6,other,unknown,NO,NO,256,240,NO,NO,other
774,asus,141.9,other,unknown,NO,NO,256,240,NO,NO,other
775,dell,493.5,intel,windows,NO,NO,256,240,NO,NO,other
776,lg,99.75,other,unknown,NO,NO,256,240,NO,NO,other
777,other,51.06,other,unknown,NO,NO,256,240,NO,NO,other
778,other,70.6,other,unknown,NO,NO,256,240,NO,NO,other
779,dell,352.5,intel,windows,NO,NO,256,240,NO,NO,other
780,other,369.5,intel,unknown,NO,NO,256,240,NO,NO,black
781,dell,290.5,intel,windows,NO,NO,256,240,NO,NO,black
782,other,81.44,other,unknown,NO,NO,256,240,NO,NO,other
783,dell,488.0,other,unknown,NO,NO,256,240,NO,NO,other
784,dell,260.0,other,windows,NO,NO,256,256,NO,NO,silver
785,hp,40.0,other,chrome,NO,NO,16,16,NO,NO,black
786,hp,200.0,other,chrome,NO,NO,256,128,NO,NO,other
787,other,2372.0,nvidia,windows,YES,NO,1,1,NO,NO,other
788,dell,300.0,other,windows,NO,NO,128,128,NO,NO,silver
789,other,2378.0,nvidia,windows,NO,NO,1,1,NO,NO,black
790,lenovo,270.0,intel,chrome,NO,YES,256,256,NO,YES,blue
791,lenovo,450.0,nvidia,windows,YES,YES,256,512,NO,YES,black
792,dell,190.0,intel,windows,NO,YES,500,240,NO,YES,silver
793,dell,350.0,other,windows,NO,YES,512,512,NO,YES,black
794,dell,180.0,intel,windows,NO,YES,512,512,NO,YES,black
795,dell,400.0,other,unknown,NO,NO,256,240,NO,NO,black
796,hp,87.1,other,unknown,NO,NO,1,240,NO,YES,black
797,hp,45.0,other,chrome,NO,NO,16,16,NO,YES,multicolor
798,dell,89.0,other,windows,NO,NO,160,240,NO,NO,black
799,dell,124.0,other,chrome,NO,NO,256,64,NO,NO,other
800,dell,599.0,intel,windows,NO,NO,1,1,NO,NO,black
801,lenovo,75.0,other,windows,YES,YES,256,240,NO,YES,other
802,microsoft,599.0,other,unknown,NO,NO,512,512,NO,NO,multicolor
803,other,65.0,other,windows,YES,NO,4,64,NO,NO,grey
