,HARDWARE_ID,GPU,RAM_SIZE_UNIT,STORAGE_TYPE,OPERATING_SYSTEM
4085,H4085,other,unknown,unknown,unknown
4086,H4086,other,unknown,unknown,unknown
4087,H4087,intel,unknown,unknown,windows
4088,H4088,other,unknown,unknown,unknown
4089,H4089,other,unknown,unknown,unknown
4090,H4090,intel,gb,unknown,windows
4091,H4091,intel,unknown,unknown,windows
4092,H4092,intel,unknown,unknown,windows
4093,H4093,intel,unknown,unknown,windows
4094,H4094,other,unknown,unknown,unknown
4095,H4095,other,unknown,unknown,unknown
4096,H4096,intel,gb,unknown,windows
4097,H4097,intel,unknown,unknown,windows
4098,H4098,intel,unknown,unknown,windows
4099,H4099,other,unknown,unknown,unknown
4100,H4100,intel,unknown,unknown,windows
4101,H4101,other,unknown,unknown,unknown
4102,H4102,other,gb,ssd,windows
4103,H4103,other,unknown,unknown,unknown
4104,H4104,other,unknown,unknown,unknown
4105,H4105,other,unknown,unknown,unknown
4106,H4106,intel,unknown,unknown,unknown
4107,H4107,other,unknown,unknown,unknown
4108,H4108,other,unknown,unknown,unknown
4109,H4109,other,unknown,unknown,unknown
4110,H4110,intel,gb,unknown,windows
4111,H4111,intel,unknown,unknown,windows
4112,H4112,intel,unknown,unknown,unknown
4113,H4113,intel,unknown,unknown,windows
4114,H4114,intel,unknown,unknown,windows
4115,H4115,intel,unknown,unknown,unknown
4116,H4116,intel,unknown,unknown,windows
4117,H4117,other,unknown,unknown,unknown
4118,H4118,other,unknown,unknown,unknown
4119,H4119,other,unknown,unknown,unknown
4120,H4120,nvidia,unknown,unknown,unknown
4121,H4121,other,unknown,unknown,unknown
4122,H4122,other,gb,ssd,windows
4123,H4123,other,unknown,unknown,unknown
4124,H4124,other,unknown,unknown,unknown
4125,H4125,intel,unknown,unknown,unknown
4126,H4126,intel,unknown,unknown,windows
4127,H4127,intel,gb,ssd,windows
4128,H4128,intel,gb,emmc,windows
4129,H4129,other,unknown,unknown,unknown
4130,H4130,nvidia,gb,ssd,windows
4131,H4131,other,unknown,unknown,unknown
4132,H4132,intel,gb,unknown,windows
4133,H4133,intel,unknown,unknown,unknown
4134,H4134,intel,unknown,unknown,unknown
4135,H4135,other,unknown,unknown,unknown
4136,H4136,other,unknown,unknown,unknown
4137,H4137,intel,gb,unknown,windows
4138,H4138,intel,unknown,ssd,windows
4139,H4139,intel,unknown,unknown,unknown
4140,H4140,other,unknown,unknown,unknown
4141,H4141,intel,unknown,unknown,unknown
4142,H4142,intel,unknown,unknown,windows
4143,H4143,other,unknown,unknown,unknown
4144,H4144,other,unknown,unknown,unknown
4145,H4145,other,unknown,unknown,unknown
4146,H4146,other,unknown,unknown,unknown
4147,H4147,other,unknown,unknown,unknown
4148,H4148,intel,unknown,unknown,windows
4149,H4149,intel,unknown,unknown,windows
4150,H4150,intel,unknown,ssd,windows
4151,H4151,intel,unknown,unknown,unknown
4152,H4152,other,unknown,unknown,unknown
4153,H4153,intel,unknown,unknown,unknown
4154,H4154,other,gb,hdd/ssd,unknown
4155,H4155,other,unknown,unknown,unknown
4156,H4156,other,unknown,unknown,unknown
4157,H4157,other,unknown,unknown,unknown
4158,H4158,intel,unknown,unknown,unknown
4159,H4159,other,unknown,unknown,unknown
4160,H4160,other,unknown,unknown,unknown
4161,H4161,other,unknown,unknown,unknown
4162,H4162,other,unknown,unknown,unknown
4163,H4163,intel,unknown,unknown,unknown
4164,H4164,other,unknown,unknown,unknown
4165,H4165,other,unknown,unknown,unknown
4166,H4166,intel,unknown,unknown,unknown
4167,H4167,intel,unknown,unknown,unknown
4168,H4168,intel,unknown,unknown,unknown
4169,H4169,other,unknown,unknown,unknown
4170,H4170,intel,unknown,unknown,windows
4171,H4171,intel,unknown,unknown,unknown
4172,H4172,intel,unknown,ssd,windows
4173,H4173,other,unknown,unknown,unknown
4174,H4174,intel,unknown,unknown,unknown
4175,H4175,intel,unknown,ssd,windows
4176,H4176,intel,unknown,unknown,windows
4177,H4177,other,unknown,unknown,unknown
4178,H4178,other,unknown,unknown,unknown
4179,H4179,intel,unknown,unknown,windows
4180,H4180,other,unknown,unknown,unknown
4181,H4181,other,unknown,unknown,unknown
