,Brand,Currency,Color,Condition,GPU,Processor,Processor Speed,Processor Speed Unit,Type,OS,Storage Type,Hard Drive Capacity Unit,SSD Capacity Unit,Screen Size (inch),Ram Size Unit
1375,dell,$,black,Used,intel,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,unknown
1376,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1377,other,$,other,Seller refurbished,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1378,lenovo,$,other,Used,intel,intel core i3 7th generation,,unknown,notebook/laptop,windows,unknown,unknown,gb,13.3,unknown
1379,other,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1380,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1381,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1382,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1383,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
1384,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1385,auo,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1386,lenovo,$,black,Used,intel,intel core i5 6th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,14,unknown
1387,lenovo,$,black,Used,intel,intel core i5 6th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,14,unknown
1388,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1389,dell,$,black,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
1390,other,$,other,New,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1391,other,$,black,New,other,intel celeron,2.5,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1392,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1393,other,$,other,Used,intel,intel core i3 4th generation,,unknown,notebook/laptop,windows,unknown,unknown,gb,13.3,unknown
1394,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1395,other,$,other,For parts or not working,other,intel pentium,,unknown,other,unknown,unknown,unknown,unknown,15.4,unknown
1396,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1397,lenovo,$,gray,Used,intel,intel core i3 10th generation,1.49,GHz,notebook/laptop,windows,ssd,unknown,tb,15.6,unknown
1398,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1399,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1400,dell,$,other,Used,intel,intel core i5 4th generation,,unknown,other,windows,unknown,unknown,gb,10.8,unknown
1401,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1402,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1403,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1404,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1405,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1406,samsung,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,14,unknown
1407,dell,$,black,Used,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,windows,unknown,unknown,tb,14,unknown
1408,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1409,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1410,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1411,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1412,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1413,lenovo,$,black,Used,intel,intel core i5 6th generation,,unknown,other,windows,unknown,unknown,gb,14,unknown
1414,other,$,black,Used,intel,intel core i5 4th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,unknown
1415,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1416,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1417,other,$,other,New,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1418,dell,$,black,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
1419,dell,$,black,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
1420,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1421,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1422,dell,$,other,Used,amd,intel core i5 4th generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,15.6,unknown
1423,other,$,other,Used,intel,intel core i3 4th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,unknown
1424,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1425,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1426,lenovo,$,other,Used,intel,intel core i3 10th generation,1.49,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,unknown
1427,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1428,other,$,other,Seller refurbished,nvidia,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1429,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1430,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1431,other,$,other,Used,amd,undefined,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,,unknown
1432,dell,$,other,Seller refurbished,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
1433,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1434,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1435,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1436,other,$,other,Seller refurbished,nvidia,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1437,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1438,dell,$,black,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,14,unknown
1439,other,$,other,New,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1440,other,$,silver,New,other,intel celeron,2.8,GHz,notebook/laptop,windows,ssd,gb,gb,17.3,gb
1441,samsung,$,silver,Used,other,intel celeron,2.16,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
1442,microsoft,$,other,Used,other,intel core i5,,unknown,notebook/laptop,unknown,ssd,gb,gb,12.5,gb
1443,dell,$,black,Used,intel,intel celeron,1.1,GHz,notebook/laptop,windows,ssd,gb,gb,11.6,gb
1444,microsoft,$,silver,New,intel,intel core i7 11th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,15,gb
1445,dell,$,black,Used,nvidia,intel core i7 6th generation,2.7,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1446,dell,$,black,Used,other,intel core i5 7th generation,2.6,GHz,notebook/laptop,unknown,ssd,unknown,tb,15.6,unknown
1447,lenovo,$,black,Used,other,intel celeron,1.6,GHz,notebook/laptop,linux,ssd,gb,gb,11.6,gb
1448,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1449,hp,$,other,Used,other,intel celeron n,,unknown,notebook/laptop,unknown,unknown,gb,gb,14,gb
1450,lenovo,$,black,Used,amd,amd ryzen 5,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1451,samsung,$,black,Used,intel,intel celeron,2.5,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
1452,dell,$,silver,Used,other,intel core i5 2nd generation,2.66,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14.1,gb
1453,hp,$,blue,Open box,amd,amd a4-9120c,2.4,GHz,other,chrome,emmc,gb,gb,14,gb
1454,hp,$,silver,Used,intel,intel core i7 8th generation,1.9,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1455,lenovo,$,black,Very Good - Refurbished,nvidia,intel core i7 2nd generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1456,microsoft,$,silver,Used,intel,intel core i5 10th generation,1.5,GHz,notebook/laptop,windows,ssd,gb,gb,13.5,gb
1457,dell,$,gray,Used,nvidia,intel xeon,2.8,GHz,notebook/laptop,windows,ssd,unknown,tb,17.3,gb
1458,other,$,black,New,nvidia,intel core i7 12th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1459,hp,$,silver,Open box,amd,amd ryzen 7,2.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1460,lenovo,$,gray,Used,amd,amd a4-9120c radeon r4 dual-core,1.6,GHz,notebook/laptop,chrome,ssd,unknown,gb,14,gb
1461,dell,$,black,Used,intel,intel pentium,1.1,GHz,notebook/laptop,unknown,ssd,gb,gb,11.6,gb
1462,dell,$,other,Open box,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
1463,dell,$,black,Used,intel,intel core i5 5th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1464,lenovo,$,black,Used,other,intel core i5 3rd generation,,unknown,notebook/laptop,linux,hdd/ssd,gb,unknown,12,gb
1465,dell,$,other,Used,intel,core i7,2.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1466,lenovo,$,black,Open box,amd,amd ryzen 3 4000 series,2.5,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1467,hp,$,other,For parts or not working,other,intel core i5-1135g7,,unknown,notebook/laptop,unknown,hdd/ssd,unknown,unknown,15.6,unknown
1468,dell,$,black,Excellent - Refurbished,intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1469,dell,$,other,Used,other,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1470,lenovo,$,black,Used,other,intel core i5 3rd generation,2.5,GHz,notebook/laptop,unknown,hdd/ssd,gb,gb,15.6,gb
1471,lenovo,$,beige,Used,intel,intel core i3 10th generation,1.2,GHz,notebook/laptop,windows,hdd/ssd,unknown,gb,15.6,gb
1472,acer,$,other,Used,nvidia,intel core i5 2nd generation,2.3,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15.6,gb
1473,dell,$,black,New,intel,intel core i5-1135g7,2.4,GHz,notebook/laptop,windows,ssd,tb,tb,15.6,gb
1474,other,$,black,New,intel,intel core i5 12th generation,1.2,GHz,notebook/laptop,windows,ssd,gb,gb,14.1,gb
1475,hp,$,silver,Used,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1476,dell,$,other,Excellent - Refurbished,other,intel core i7 11th generation,,unknown,other,windows,unknown,unknown,unknown,15,unknown
1477,acer,$,other,Used,other,intel core i5 4th generation,1.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1478,dell,$,black,For parts or not working,intel,intel core i5-4300y,1.6,GHz,notebook/laptop,unknown,ssd,gb,unknown,10.8,gb
1479,dell,$,silver,Used,intel,intel core i5 1st generation,2.67,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,13.3,gb
1480,lenovo,$,black,Used,intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1481,dell,$,other,Very Good - Refurbished,other,intel core i7 6th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,14,gb
1482,lenovo,$,other,Good - Refurbished,other,intel core i5 2nd generation,2.5,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1483,hp,$,other,Undefined,nvidia,amd ryzen 5,3.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1484,lenovo,$,other,Used,other,intel core i7 6th generation,2.6,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,gb
1485,acer,$,silver,Undefined,intel,intel core i3 11th generation,4.1,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1486,hp,$,gray,Used,other,intel celeron n,1.1,GHz,notebook/laptop,chrome,emmc,gb,gb,14,gb
1487,hp,$,other,Used,other,i5,1.9,GHz,notebook/laptop,windows,ssd,gb,gb,,gb
1488,acer,$,silver,Used,other,amd ryzen 3,,unknown,other,windows,ssd,gb,gb,15.6,gb
1489,dell,$,other,Used,other,intel core i5 5th generation,2.2,GHz,notebook/laptop,windows,ssd,gb,gb,13.3,gb
1490,samsung,$,silver,Undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,chrome,emmc,unknown,gb,14,gb
1491,samsung,$,black,For parts or not working,other,intel celeron,,unknown,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
1492,lenovo,$,other,Used,intel,intel core i7 2nd generation,,unknown,notebook/laptop,windows,ssd,gb,gb,14,gb
1493,dell,$,black,Very Good - Refurbished,intel,intel core i7 11th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1494,dell,$,black,Excellent - Refurbished,intel,intel core i3 12th generation,3.3,GHz,other,windows,ssd,gb,gb,14,gb
1495,lenovo,$,black,Undefined,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,12.1,gb
1496,dell,$,black,Used,intel,intel celeron,1.1,GHz,notebook/laptop,windows,ssd,gb,gb,11.6,gb
1497,other,$,other,Used,other,intel core i5 4th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,14,gb
1498,lenovo,$,other,Used,other,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1499,hp,$,other,Undefined,other,intel core i5 8th generation,1.6,GHz,other,windows,ssd,gb,gb,13.3,gb
1500,hp,$,silver,Used,intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1501,dell,$,black,Undefined,intel,intel core i5 11th generation,2.5,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1502,dell,$,black,New,other,intel core i7-1065g7,1.3,GHz,notebook/laptop,windows,hdd/ssd,tb,tb,17.3,gb
1503,microsoft,$,black,Used,other,microsoft sq2,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,13,gb
1504,lenovo,$,black,Excellent - Refurbished,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,13,gb
1505,hp,$,other,Used,amd,intel® core™ i5 i5-3210m,2.5,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1506,dell,$,other,Used,other,intel® core™ i5 i5-2520m,2.5,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
1507,dell,$,black,Used,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1508,dell,$,black,Undefined,intel,intel core i5 11th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1509,hp,$,silver,Undefined,intel,intel core i5 12th generation,3.3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1510,acer,$,black,New,nvidia,intel core i5 11th generation,2.7,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1511,hp,$,silver,Excellent - Refurbished,other,intel core i7 12th generation,,unknown,notebook/laptop,windows,ssd,tb,tb,17.3,gb
1512,dell,$,black,Used,other,intel celeron,2.16,GHz,other,chrome,ssd,unknown,gb,11.6,unknown
1513,lenovo,$,silver,Undefined,intel,intel core i5 11th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,13.5,gb
1514,dell,$,gray,Used,intel,intel core i7 11th generation,3,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1515,hp,$,other,Used,other,intel core i5 3rd generation,,unknown,notebook/laptop,unknown,ssd,gb,unknown,14,gb
1516,other,$,other,Used,other,qualcomm msm8909,,unknown,other,android,emmc,unknown,gb,7,unknown
1517,microsoft,$,other,Used,intel,intel core i5 7th generation,2.6,GHz,other,windows,ssd,gb,gb,12.3,gb
1518,samsung,$,silver,Used,intel,samsung exynos 5 dual,1.7,GHz,notebook/laptop,chrome,emmc,unknown,gb,11.6,gb
1519,acer,$,black,Used,intel,intel celeron,1.6,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
1520,hp,$,silver,Undefined,intel,intel core i5 10th generation,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1521,hp,$,silver,Used,nvidia,intel core i7 8th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,17.3,gb
1522,lenovo,$,grey,New,intel,intel core i3 11th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
1523,lenovo,$,black,Used,other,intel i7-10610u,,unknown,notebook/laptop,windows,ssd,gb,gb,14,gb
1524,hp,$,pink,Used,other,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
1525,microsoft,$,silver,Used,other,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,13.5,gb
1526,lenovo,$,black,Used,intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1527,dell,$,black,Good - Refurbished,intel,intel core i5 11th generation,2.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
1528,other,$,gray,Used,other,intel celeron,2.16,GHz,notebook/laptop,chrome,ssd,gb,gb,13.3,gb
1529,other,$,other,Used,amd,amd ryzen 7,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,15.6,gb
1530,acer,$,other,Used,other,intel celeron,1.4,GHz,other,chrome,unknown,gb,unknown,11.6,gb
1531,dell,$,silver,Used,nvidia,intel core i7 9th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,17.3,gb
1532,hp,$,other,Used,intel,intel core m3 7th generation,1,GHz,notebook/laptop,windows,ssd,unknown,gb,11.6,gb
1533,lenovo,$,black,Used,intel,intel celeron,1.83,GHz,notebook/laptop,chrome,emmc,gb,gb,11.6,gb
1534,hp,$,other,Used,other,intel celeron,2.16,GHz,other,windows,ssd,gb,gb,15.6,gb
1535,samsung,$,black,Used,intel,intel i5-2467m,1.6,GHz,notebook/laptop,windows,ssd,gb,gb,12.2,gb
1536,dell,$,black,Undefined,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
1537,hp,$,black,Used,intel,intel celeron,2.16,GHz,other,chrome,ssd,gb,gb,11.6,gb
1538,lenovo,$,black,Used,other,amd ryzen 3,2.5,GHz,other,windows,hdd/ssd,gb,unknown,14,gb
1539,dell,$,silver,Open box,nvidia,i7-7820hq,3.9,GHz,other,windows,other,gb,gb,15.6,gb
1540,lenovo,$,gray,Open box,intel,intel core i7 12th generation,4.7,GHz,notebook/laptop,windows,ssd,gb,gb,16,gb
1541,dell,$,other,Good - Refurbished,other,intel core i3 8th generation,,unknown,other,chrome,ssd,unknown,gb,14,gb
